principal Component 1,Principal Component 2,Predicted Label,Actual Label
-0.03267694166705308,0.004803781105859324,0,0
-0.03268298052495676,0.004868333313029956,0,0
-0.03267694166705314,0.0048037811058597776,0,0
-0.03267694166705282,0.004803781105859747,0,0
-0.03267694166705305,0.004803781105859794,0,0
-0.032676941667053296,0.004803781105859759,0,0
-0.03267694166705312,0.004803781105859738,0,0
-0.032668727403672736,0.004850846532128318,0,0
-0.03266600664572379,0.0047979600124943966,0,0
-0.032676941667053414,0.004803781105859849,0,0
-0.03263892804887429,0.004908297897181977,0,0
-0.03267694166705302,0.004803781105859742,0,0
-0.0326770992214096,0.004802979069329633,0,0
-0.03267694166705294,0.0048037811058597064,0,0
-0.02260266970652681,0.0018626030527352333,0,0
-0.032676941667053025,0.004803781105859736,0,0
-0.03267723189853903,0.0047965666243873824,0,0
-0.027207815025667912,0.003201677694827952,0,0
-0.03267226045777521,0.004785225829544668,0,0
-0.023638970591837158,0.0020574275138709264,0,0
-0.032676941667053074,0.00480378110585975,0,0
-0.03267694166705314,0.004803781105859763,0,0
-0.03267486672852806,0.00478849829915714,0,0
-0.032685542852492463,0.00491603606427423,0,0
-0.03267694166705307,0.004803781105859753,0,0
-0.03268323819657152,0.004919146059825047,0,0
-0.032668082028561966,0.004796856899379414,0,0
-0.032673590453604365,0.00481099240358875,0,0
-0.032684145703771775,0.004900208697877452,0,0
-0.024103328455921218,0.0022303702079966197,0,0
-0.03267694166705301,0.004803781105859751,0,0
-0.03267694166705299,0.004803781105859715,0,0
-0.03268154920111552,0.004831095965433601,0,0
-0.03267694166705296,0.004803781105859722,0,0
-0.032676941667053046,0.004803781105859749,0,0
-0.03266771512531415,0.004777949943944827,0,0
-0.03268376228721535,0.004844864054481771,0,0
-0.032676941667053094,0.0048037811058597585,0,0
-0.03267694166705306,0.004803781105859753,0,0
-0.032684296512498816,0.004918160224923201,0,0
-0.032676941667053025,0.004803781105859743,0,0
-0.03267694166705308,0.0048037811058597515,0,0
-0.03267694166705304,0.004803781105859744,0,0
-0.032676941667053074,0.0048037811058597455,0,0
-0.03267694166705304,0.004803781105859738,0,0
-0.032681549201115635,0.004831095965433637,0,0
-0.03267694166705305,0.004803781105859746,0,0
-0.032676941667053074,0.0048037811058597515,0,0
-0.032661378078283,0.00485452174483221,0,0
-0.032657893955844834,0.004816278689045415,0,0
-0.03267694166705303,0.0048037811058597515,0,0
-0.032684683987644916,0.0049103669156313175,0,0
-0.03268012304386101,0.0048410141729914044,0,0
-0.0326834105864085,0.0049111329323294805,0,0
-0.03268589317456694,0.004899194741741522,0,0
-0.032672617842390464,0.004806566230443226,0,0
-0.03268106914568584,0.004845250114950561,0,0
-0.032672720772030525,0.004811556376649269,0,0
-0.032678614110822554,0.004861958019613945,0,0
