principal Component 1,Principal Component 2,Predicted Label,Actual Label
-0.002288265088748256,-8.35759161159829e-05,1,3
-0.002306375787413186,-9.876646338981135e-05,1,3
-0.002304065380482351,-0.00015062350601447553,3,3
-0.0022963320393898467,-0.00015585940016421435,3,3
-0.0012728140169481989,-7.180857239117969e-05,3,3
-0.0022930037120307977,0.00019816415272508293,1,3
-0.001640892692220495,-0.0001933025740919046,3,3
-0.0023008815419370662,-0.00011855455848818754,3,3
-0.0022790648560379848,-0.00010932861851476436,1,3
-0.0023002534504097416,-0.00012054275042550436,3,3
-0.0019071491899930152,0.0008466159489151601,0,3
-0.0023292616850875644,-7.434469599719455e-05,4,3
-0.002309108315850537,0.00089857170571744,0,3
-0.002293873913820072,-0.00017578874462091773,4,3
-0.0023125324017488264,0.0008770924202928003,0,3
-0.0022977737826739347,-8.426160438658264e-05,3,3
-0.0022930037120307977,0.00019816415272508293,1,3
-0.002023334579085881,-0.00010485098080055094,3,3
-0.0023029057553213663,-0.00014543057242117084,3,3
-0.0022986848311653697,-0.00014110993484823373,3,3
-0.0011360303288657882,-0.00012279479525194648,1,3
-0.0022916767608540563,-0.00014967093333932666,1,3
-0.0022981482095959676,-0.00016199880108464814,4,4
-0.002298798781667664,-0.0001945351400053279,4,4
-0.002291661030150154,-0.0001837100736844007,4,4
-0.0022953413221036573,-0.00019348346350853165,4,4
-0.0022927683613864747,-0.0001954884434430666,4,4
-0.0022968411399385148,-0.00018515915620329805,4,4
-0.00229223763040866,-0.00019656778240940913,4,4
-0.0022969562690986593,-0.00019617983138384127,4,4
-0.00229470526022307,-0.0001448290556699321,4,4
-0.0022967430992041544,-0.0001854966941521319,4,4
-0.002296333182484419,-7.42696420861968e-05,4,4
-0.0022934162125843923,-0.000160021541917421,4,4
-0.0022973532137802915,-0.00014547207343512935,4,4
-0.002293586209896517,-0.00017898081593823362,4,4
-0.0022972174676652883,-0.00018480182196214584,4,4
-0.0015015549876130744,-0.0003167158024447852,4,4
-0.002294260642910311,-0.0001794105337874211,4,4
-0.0022921622535478766,-0.00019724515932949282,4,4
-0.002294093280675789,-0.00014408493691045346,4,4
-0.002295043269299549,-0.0001474913088023916,4,4
-0.0022931424723643726,-0.00019235356728986643,4,4
-0.0022924949899813182,-0.00012753859621223164,1,4
-0.0016765513151803585,-0.00015621332703627902,4,4
-0.0022955196093076362,-0.00015305999122406925,4,4
-0.0022946751962812134,-0.0001579040095709535,4,4
-0.0022941641629212494,-0.00014878200506283603,4,4
-0.0022929071007532706,-0.00018639947295474504,4,4
-0.0022947424739947478,-0.00015509523952340386,4,4
0.0007459897815302881,-0.00033891440043431825,4,4
-0.0022948481973666768,-0.00015259876519835836,4,4
-0.0022981450397940996,-0.0001551610608060869,4,4
-0.0022950590530755907,-0.00014968099391110917,4,4
-0.0022933256782034454,-0.00019601170488558206,4,4
-0.00229223763040866,-0.00019656778240940913,4,4
-0.0022937169854486293,-0.0001838109004734861,4,4
-0.002292658975466799,-0.00019845175252705436,4,4
-0.0022937165683189773,-0.000190550857622103,4,4
-0.0022938183745992028,-0.00015584537453218572,4,4
-0.0022927683613864747,-0.0001954884434430666,4,4
-0.0022938683349128515,-0.00018881986663888886,4,4
-0.0022945850054706053,-0.00015037797257422714,4,4
-0.00229269021868644,-0.00019626105515403632,4,4
-0.002294203530372295,-0.0001920506287400515,4,4
-0.0022923496392077713,-0.00019162492494343783,4,4
0.006772228528801628,0.0007908545640311231,0,4
-0.0022994254830564958,-0.00019457012498179198,4,4
-0.002292837320340879,-0.00018445842746468737,4,4
-0.0022970544609037416,-0.00015135377269381885,4,4
-0.00229427418162464,-0.00019107361280442918,4,4
-0.0022936084450993137,-0.00012214197292219033,4,4
-0.0022976238946187067,-0.00019884877611744495,4,4
-0.002296136361230666,-0.00020421410294286827,4,4
-0.0022971870080433967,-0.00019059587786294965,4,4
-0.002292816403646974,-0.0001861384409321893,4,4
-0.002294974686030664,-0.00014738064866820215,4,4
-0.002293955549390881,-0.000158633732296004,4,4
-0.002292507696219011,-0.00018031290303641227,4,4
-0.00229223763040866,-0.00019656778240940913,4,4
-0.0022938114055399065,-0.00018920536564026995,4,4
-0.002298368412324427,-0.00014689768257606766,4,4
-0.0022970931017973514,-0.00015223223582471558,4,4
-0.002294067581824976,-0.0001434606744569805,4,4
-0.0022932904917593584,-0.0001854436353426347,4,4
-0.0022937685206727548,-0.00017277437975428783,4,4
-0.002296363333334371,-0.00016938259416413297,4,4
-0.0022964044387549848,-0.0001527864700429169,4,4
-0.0022930629388962336,-0.00015619948565586146,4,4
-0.00229397591277662,-0.0002119932071386357,4,4
0.0016898393836991133,0.00069629329796139,0,4
-0.0022919664346726675,-0.0001925801685942835,4,4
-0.002290625796161754,-0.0001693939185275085,1,4
-0.002296582221140107,-0.00011994751769515895,4,4
-0.0022973571417080627,-0.00015222350000571809,4,4
-0.002292816403646974,-0.0001861384409321893,4,4
-0.0022921713353508634,-0.00015650779309533388,1,4
-0.002298962609223046,-0.00015376218388981272,4,4
-0.002298425975159524,-0.00019131770899438234,4,4
-0.002296324331096621,-0.00014857100928845551,4,4
-0.0022968412512365463,-0.00019719381465902304,4,4
-0.0022948477876604265,-0.0001417463913774498,4,4
-0.0022927683613864747,-0.0001954884434430666,4,4
-0.002298962609223046,-0.00015376218388981272,4,4
-0.002293495570574022,-0.00019364602503091677,4,4
-0.002293344622810935,-0.0001814219100894839,4,4
-0.0022951159404628217,-0.00014929682498011944,4,4
-0.002293674271306015,-0.00014985744374082147,4,4
-0.0022968786247766822,-0.00015208963003552603,4,4
-0.002297877804448225,-0.0001902337613051636,4,4
-0.0022941104715583785,-0.00015463078842496583,4,4
-0.0022977311092290493,-0.00019170996785416102,4,4
-0.002292816403646974,-0.0001861384409321893,4,4
-0.0022978709422664164,-0.00020035053739878288,4,4
-0.002293214622519765,-0.00018583701697172804,4,4
-0.002296537970929916,-0.00020003636075654956,4,4
-0.0022938001070778504,-0.00019176792250064548,4,4
-0.0022961954918284543,-0.00016651677374453049,4,4
-0.002282379006924546,-0.00015694912256435713,1,4
-0.002290625796161754,-0.0001693939185275085,1,4
-0.0022946024307934016,-0.00014952036761123523,4,4
-0.0009320749272318625,-0.000240359905760556,4,4
